TransactionID,Amount,CustomerID
1,55.530334429869185,1952
2,12.881180192784143,1027
3,50.176321517065674,1955
4,41.63400105303006,1796
5,78.12285326574603,1946
6,86.94708413376785,1204
7,51.147096478181204,1311
8,56.163984308348134,1693
9,37.182411723100415,1347
10,17.245409041786953,1574
11,86.18094790838266,1424
12,95.55400891993546,1302
13,47.13851441157395,1321
14,98.80425008117197,1700
15,99.83263446243002,1321
16,20.735039147246727,1463
17,44.545118851072075,1962
18,27.05493666999777,1854
19,13.615519156393287,1651
20,20.802289635108878,1715
21,36.04360521851923,1724
22,99.1004273987159,1117
23,85.4201781893225,1613
24,84.05328458627297,1643
25,50.258612452465634,1788
26,52.593928648769634,1251
27,20.489320943431522,1960
28,12.397442736592343,1187
29,25.334803493141827,1121
30,70.07512697850342,1117
31,92.61930297757841,1475
32,77.7269441692719,1993
33,59.3509900357369,1030
34,61.34763595275774,1116
35,60.474016327912075,1676
36,42.20773347952953,1547
37,71.26856791663724,1527
38,46.214982406953474,1087
39,14.631689486372219,1207
40,80.53777562959479,1038
41,47.874851353915766,1800
42,85.10981610829299,1510
43,55.81926585658818,1104
44,86.97191973785533,2000
45,69.75758075212585,1644
46,79.35791579481321,1238
47,72.74250983074938,1759
48,17.6405694778187,1994
49,30.793728080558463,1752
50,61.352979401069284,1415
51,42.07616320785515,1044
52,90.81333790562651,1374
53,42.08401695356378,1345
54,87.77609114158098,1680
55,62.13088122838467,1043
56,83.1517552203441,1611
57,49.723786313021925,1704
58,13.081741283544147,1405
59,28.62756065487808,1161
60,82.91599923239106,1336
61,76.11459127700137,1714
62,66.56159118369223,1865
63,50.51711429707575,1702
64,55.162744952494926,1483
65,78.33451388591148,1139
66,51.414487978898904,1108
67,81.34788954135908,1056
68,95.23140544260824,1548
69,87.15831942631942,1887
70,78.69681169305915,1897
71,23.806236820227436,1154
72,57.31615922446038,1286
73,67.92604330939866,1149
74,16.26344880319616,1158
75,13.42002255353782,1606
76,42.76855554669151,1422
77,41.21158341874049,1007
78,58.13859005804491,1985
79,14.634664157422302,1776
80,19.137591520992622,1159
81,29.83486576041774,1493
82,38.43137755298227,1322
83,18.110761868902298,1731
84,22.97242859349798,1876
85,22.452892880995172,1920
86,70.51131966791718,1618
87,78.55221406635722,1054
88,35.601241841950866,1886
89,26.007223679335922,1071
90,85.36034193563887,1975
91,48.09673926087099,1726
92,29.03410939854033,1435
93,98.14685940247114,1684
94,79.77488953148558,1277
95,50.39592040108388,1828
96,98.50268585398321,1466
97,18.16684546592576,1922
98,55.88720399193835,1183
99,76.84342858021311,1866
100,13.097222776355888,1514
101,58.92390637798005,1023
102,61.65899469709107,1012
103,12.458635265316776,1585
104,16.651042272403856,1914
105,64.1798875377491,1979
106,13.915099886609262,1995
107,58.084975288492096,1359
108,96.8105858612092,1609
109,48.737959254294935,1796
110,44.24378825471623,1685
111,22.586047991269297,1961
112,40.47944601842122,1740
113,74.4439571243902,1836
114,77.57986716270221,1120
115,40.639791804979716,1841
116,62.921911545133966,1930
117,43.703637424561194,1423
118,56.604856567151636,1575
119,17.72987462635209,1780
120,68.83486745284134,1894
121,32.34210737065556,1240
122,87.56655197793899,1167
123,70.83894725546456,1330
124,26.529790933426444,1171
125,88.20456750327392,1749
126,55.20289159939914,1069
127,55.48555001123924,1569
128,39.19964508295418,1537
129,49.87286889896349,1425
130,12.473355037269908,1761
131,75.99253650342669,1458
132,65.03159710701489,1588
133,92.36972521780169,1418
134,33.800957892074884,1299
135,14.56451519624522,1822
136,70.85855068793218,1152
137,80.77316169978734,1667
138,39.8254029895631,1669
139,12.184601872547411,1169
140,36.9412542954954,1574
141,61.41387641863861,1019
142,74.95521382139967,1017
143,86.47644806653052,1150
144,44.586046124582026,1087
145,45.94470335816509,1129
146,86.17240478756997,1234
147,19.688496513147165,1112
148,79.52197137501955,1066
149,10.863844969173988,1598
150,15.240135552936461,1117
151,46.265651867845264,1311
152,10.64214063364256,1998
153,40.52631372440093,1123
154,55.749259862546644,1098
155,80.68702881549353,1836
156,58.781053401243035,1126
157,93.21260497318085,1105
158,48.93431687421971,1634
159,75.84896970201633,1768
160,99.24329385724016,1271
161,97.62385249068703,1935
162,68.36222224178091,1666
163,52.7405583765616,1495
164,88.75728850172628,1982
165,70.65807372432405,1127
166,16.560396381973245,1437
167,36.87248196812679,1145
168,37.97774880715161,1477
169,37.40762141397819,1727
170,27.459895442013668,1365
171,16.468824479692067,1239
172,95.81318706963296,1422
173,63.47667766306569,1089
174,97.06552051710119,1407
175,13.592210306686386,1233
176,18.04295485910775,1474
177,57.400809663920754,1059
178,91.89645670792092,1596
179,67.30165835468443,1800
180,79.45616782324659,1117
181,74.59376570121384,1548
182,90.0500458660583,1084
183,71.65549550773102,1591
184,76.74484865313467,1107
185,30.73140745162662,1449
186,13.94613717842646,1997
187,86.27614397676666,1825
188,39.15191297159039,1609
189,63.75541221221678,1439
190,13.936656978315106,1122
191,39.27911887178642,1542
192,61.29285089639624,1024
193,61.5850254830433,1804
194,25.807626781009994,1394
195,60.1627950076116,1377
196,73.95115480743799,1860
197,41.600666147750765,1022
198,77.50218977872183,1599
199,60.700759795200256,1281
200,10.867087743046213,1549
201,78.69908198812801,1237
202,13.562991257277995,1800
203,61.40287558718099,1167
204,68.40522340995258,1559
205,59.45638923887482,1764
206,94.57075139909401,1124
207,81.56433192297125,1095
208,58.42056072628485,1690
209,48.04486290773334,1359
210,27.51230202452078,1026
211,67.03130270994141,1596
212,78.56207411278741,1506
213,81.95667521729543,1219
214,66.22278769805163,1609
215,43.288425940630695,1788
216,91.44727683785102,1320
217,98.68616371418082,1194
218,84.03821814533373,1387
219,26.705903742573543,1381
220,95.66715462171435,1023
221,53.84797949558436,1292
222,67.7566473614084,1556
223,68.86554660517089,1616
224,32.334368575520536,1646
225,87.0159324540077,1678
226,34.528113601375296,1950
227,72.13258352324524,1995
228,55.797695917609126,1492
229,26.44706544020341,1395
230,99.71923370779139,1903
231,39.30443808666833,1442
232,48.95945026618623,1169
233,98.73461898413122,1767
234,69.33327246195044,1221
235,65.34894374447977,1806
236,69.82507207727988,1999
237,46.17260059157836,1506
238,55.20400597044325,1024
239,53.97929249001216,1359
240,45.00641711892598,1892
241,27.18554242606038,1830
242,25.420517132167866,1515
243,48.2529491789015,1479
244,38.65841154384127,1398
245,66.64627231049542,1848
246,67.64191353460876,1877
247,95.63285443399357,1965
248,81.69004135988487,1656
249,60.724694915321855,1180
250,60.55808100557361,1244
251,38.533109535613626,1406
252,39.64193470676073,1546
253,52.32859080638063,1316
254,61.157045133672426,1768
255,74.41673714777123,1983
256,16.70607949337328,1685
257,23.740319049622585,1441
258,72.19579593152234,1198
259,63.92237414443909,1990
260,32.121734238901404,1893
261,61.32263139109206,1558
262,54.47433021499057,1995
263,27.336940402644966,1253
264,31.305825185224148,1455
265,41.54205962794481,1017
266,32.85924468136734,1393
267,71.23473259275752,1866
268,26.619459510326152,1433
269,56.27958729651075,1229
270,79.5393640180564,1786
271,36.75441407266821,1432
272,58.17973707615728,1944
273,28.303899974374268,1512
274,35.92410077105648,1354
275,78.3127071416263,1873
276,35.05265258366971,1405
277,70.79730570531635,1958
278,61.10932034404943,1893
279,56.754616986193845,1535
280,16.219860051456457,1351
281,10.802412944130907,1848
282,66.57002449606415,1562
283,26.133992196232178,1817
284,17.31735492821924,1649
285,75.32446317385762,1505
286,30.768477767337625,1513
287,57.45622413714661,1604
288,73.3032970491333,1972
289,96.23321419600772,1165
290,77.3046654263469,1597
291,62.77388544748326,1462
292,56.5503597491276,1712
293,91.37503293179564,1100
294,35.15145130726461,1009
295,34.5208597441328,1770
296,95.32857784875085,1678
297,51.40358574104649,1953
298,20.662557527281486,1239
299,53.65543294021365,1322
300,46.2432624020462,1940
301,42.303801913906405,1994
302,98.06620816132505,1437
303,61.98793644916741,1135
304,15.083582510759244,1873
305,79.21418526693257,1233
306,14.325618955526988,1701
307,74.04598056616143,1392
308,13.775391834001596,1468
309,20.773444943242662,1759
310,76.94851055777721,1305
311,27.453116490888377,1060
312,61.47768761043001,1557
313,68.64043640103054,1157
314,39.751780643816545,1968
315,84.98269506569027,1555
316,29.291555935495328,1112
317,22.18984231519618,1292
318,64.22877239230128,1346
319,23.854314329320637,1129
320,85.9983524413847,1903
321,57.869943366329665,1078
322,88.09696867382264,1702
323,10.047488390659712,1466
324,24.838450063682934,1437
325,47.84508341466206,1783
326,14.615120532256274,1695
327,60.68884239418577,1172
328,61.232174778009686,1947
329,93.37250431864632,1086
330,95.76692181306092,1275
331,61.88904454076027,1657
332,70.86740450604661,1624
333,70.95760928948519,1729
334,47.59519154883488,1300
335,84.74839337828455,1311
336,64.2996060597047,1280
337,59.06558827131725,1058
338,59.400955284334614,1724
339,26.183999760180477,1067
340,69.1723428057365,1438
341,60.74497628008697,1531
342,60.98699494097934,1832
343,99.61607032247228,1382
344,84.49928399139073,1434
345,37.87307960365036,1440
346,38.69316720496097,1157
347,45.02844839488476,1328
348,66.4761842492444,1957
349,74.41312191791293,1033
350,43.45501371682296,1615
351,28.343420494036856,1286
352,70.0043034747928,1152
353,89.08776661986285,1137
354,66.08579500983927,1176
355,76.34999350541855,1281
356,60.30707463914428,1788
357,33.61255713368315,1048
358,41.6707105414218,1073
359,47.12640903265764,1572
360,41.70586082062327,1264
361,42.328118604078036,1864
362,71.7368591339746,1285
363,72.73147248409899,1602
364,61.136532020030394,1424
365,40.658978551453465,1214
366,38.31991504407297,1682
367,67.84335713396852,1777
368,39.31159079569777,1272
369,70.5201057693231,1427
370,81.39167697229831,1159
371,41.02830654379494,1339
372,63.45304123221416,1855
373,71.95418453277574,1825
374,74.94314154163287,1967
375,29.137192085767744,1914
376,30.412437389916434,1311
377,94.34946872070527,1416
378,25.562897726593995,1586
379,95.69370268467729,1482
380,35.73345140902997,1400
381,60.52724778740764,1764
382,16.55367815863712,1397
383,27.254337830091647,1423
384,31.80425218452422,1516
385,55.764765287502705,1180
386,72.91097613446743,1750
387,71.02737815902991,1836
388,25.850069701319335,1433
389,94.52284775775557,1645
390,71.88748429042212,1108
391,60.77755146349649,1653
392,83.56995599613906,1995
393,36.838900427625575,1062
394,30.505413673611777,1802
395,15.699212220552297,1723
396,97.54709538756718,1146
397,28.914617957341775,1150
398,40.364125871401825,1244
399,71.44717321901103,1807
400,94.81678805829148,1345
401,73.49337233388856,1540
402,60.43128926324833,1709
403,23.412394540837305,1120
404,60.60671051232616,1144
405,83.55191142615169,1578
406,16.358985768519588,1586
407,28.04993891463165,1943
408,83.24582001706487,1977
409,12.826814822817397,1717
410,25.008494708509396,1350
411,98.39709455645759,1530
412,86.78591683383922,1814
413,98.50040705533956,1208
414,69.88048811693454,1214
415,58.786154426132214,1904
416,76.9300755910293,1875
417,84.73217509479606,1480
418,14.191557349487681,1282
419,41.354180924006975,1109
420,79.33627628450796,1304
421,26.24046796545926,1906
422,66.95973903298082,1218
423,17.825253318757426,1773
424,65.62243454329231,1666
425,52.91248936316756,1708
426,54.95473462280644,1389
427,57.040659113837556,1026
428,11.567143945631798,1293
429,50.4900697444044,1518
430,26.733575834434326,1167
431,70.34986000122497,1713
432,82.1111607613807,1972
433,26.719047821992245,1213
434,31.736387333577433,1571
435,23.730862588235517,1886
436,44.49934478211936,1658
437,20.324258770237606,1155
438,38.41693891133238,1190
439,90.96302095740636,1190
440,86.5937053715803,1175
441,59.292725283190485,1376
442,92.38660636515847,1330
443,48.00091682800642,1018
444,76.41250123375404,1512
445,12.79231871756009,1704
446,21.93791661410581,1059
447,73.16714728850143,1608
448,62.874333971672,1240
449,12.95472549914229,1358
450,11.167088142720043,1004
451,76.89786951844191,1902
452,63.342656568436645,1775
453,62.900083136427355,1927
454,82.94038053812939,1255
455,58.10792253138713,1827
456,10.58886273242011,1191
457,73.61390202453833,1266
458,35.290104499573374,1786
459,40.227105185571254,1024
460,83.69207703681916,1417
461,27.578224851691395,1283
462,53.23106554463996,1462
463,44.86059945676822,1623
464,15.721131427539591,1615
465,96.77041059859229,1488
466,88.22726088325255,1144
467,39.625359944118664,1979
468,91.1696888971712,1008
469,62.87616987614589,1497
470,47.28406366967809,1702
471,57.86820257846373,1696
472,19.423373683323028,1969
473,54.46741969722593,1807
474,47.2247769165285,1124
475,64.7020765138534,1912
476,54.66513489536387,1315
477,93.94593260347892,1357
478,69.7694462534096,1851
479,40.104020200685696,1202
480,60.89811247736398,1834
481,44.37900942452836,1944
482,70.04776805143774,1573
483,36.97154016926994,1943
484,12.787029418188828,1219
485,58.70630745788713,1223
486,45.96479075728064,1753
487,22.088313163352225,1699
488,95.79803309772218,1862
489,19.07706730811892,1197
490,61.482473424574415,1690
491,69.91745393115764,1207
492,17.903935219000818,1122
493,22.27135442311328,1626
494,21.08546901703194,1931
495,32.92013195873318,1343
496,38.411192485188,1126
497,69.39748498852232,1405
498,65.61696394010804,1587
499,25.40830020808809,1276
500,67.29044394590485,1441
501,91.69074022685821,1618
502,77.4561808153056,1484
503,45.158314001601454,1655
504,93.49535668273188,1025
505,53.931161018025975,1794
506,81.71166645699894,1295
507,59.463813987140945,1741
508,14.139387559786151,1266
509,61.48081498804065,1600
510,56.79197048335646,1825
511,54.78567418688587,1174
512,23.521178993762483,1792
513,57.82044734885588,1613
514,47.31206587825806,1562
515,25.03864028565554,1265
516,19.744092299228516,1360
517,63.14752710370071,1356
518,77.02315549089194,1352
519,42.6041988042216,1697
520,98.59494640028537,1050
521,29.32097037446717,1604
522,26.18436652741295,1608
523,10.933045904656083,1318
524,53.8004241417046,1503
525,28.32936501855892,1029
526,76.27368428978873,1052
527,39.82600629262846,1111
528,70.00810139898996,1501
529,89.71731744470446,1828
530,27.254540503857356,1231
531,42.27816571071364,1978
532,57.13668560793148,1496
533,81.49987554510696,1629
534,49.109928514302794,1477
535,42.022003669892364,1425
536,80.51907113899962,1837
537,95.2233254396807,1954
538,77.11603142702253,1146
539,59.58695557387782,1591
540,44.126765180469114,1764
541,69.23669463993528,1510
542,44.09464247346977,1382
543,99.7753583900932,1439
544,52.99118399043776,1955
545,68.36571539188091,1016
546,12.301068214462285,1460
547,98.64640220462732,1073
548,85.31413995164209,1814
549,21.032649355713,1660
550,82.00373953388333,1204
551,82.16413416183838,1897
552,30.561099365798057,1260
553,52.69894800838486,1507
554,66.54225115991392,1119
555,66.48799723490322,1141
556,74.17323414002594,1822
557,66.24446927138561,1307
558,18.424787046927303,1176
559,96.40709405350066,1634
560,37.371053631619716,1289
561,57.891558414237586,1923
562,65.14444373979248,1668
563,50.9463446687639,1732
564,90.15169745639956,1666
565,49.695996077348,1624
566,71.98504539358078,1786
567,39.17632975406391,1019
568,50.82386517906335,1978
569,85.30076766804406,1655
570,80.89642698729558,1264
571,55.69524903185309,1487
572,88.50391549409335,1219
573,75.88625236108902,1102
574,35.17601923028805,1799
575,62.98349325215778,1137
576,97.04552929677739,1125
577,76.76312543775113,1051
578,62.165508791211955,1268
579,28.500072838813903,1882
580,39.91796998566471,1751
581,84.49886009864518,1769
582,78.29820914461888,1853
583,79.20261479658105,1622
584,50.31919078514007,1412
585,18.479134277595005,1036
586,55.648967645299344,1665
587,72.41360119397154,1299
588,74.32146924411033,1351
589,25.97962923980079,1096
590,70.54331536441717,1299
591,82.50807121975488,1367
592,57.87803871732218,1315
593,27.879879233540006,1531
594,22.01321045011379,1796
595,14.71386198547468,1340
596,44.32303083127752,1973
597,93.92398331455087,1626
598,13.912774695481485,1558
599,81.80865066013159,1005
600,49.6812699232487,1510
601,74.02517524763373,1565
602,71.2219055244872,1573
603,45.397536788232294,1691
604,68.30467542833836,1176
605,30.699545031070528,1470
606,55.29436013469146,1174
607,58.881829218778016,1289
608,26.436080264307773,1755
609,90.48071057199277,1132
610,90.60563652231846,1239
611,88.34186423374305,1912
612,36.90222620760606,1414
613,16.182846568927204,1770
614,11.564836282866452,1639
615,14.560537509054024,1043
616,40.83608859104079,1845
617,10.980455323300589,1821
618,68.16151267115706,1595
619,51.20871487556867,1686
620,30.79084603660721,1901
621,30.65272139730061,1139
622,77.36867757108365,1406
623,75.26230757258354,1730
624,91.4805744361771,1237
625,55.15725947347897,1758
626,25.5487291410875,1385
627,96.58421668519038,1263
628,28.219360154977014,1736
629,81.21645066050094,1626
630,52.32636056805466,1399
631,42.32786546597519,1137
632,79.37134605324061,1612
633,11.705082409397095,1303
634,93.76508796403708,1865
635,83.14607235416698,1147
636,81.49217872125034,1234
637,27.776929812904278,1469
638,99.87930230728327,1210
639,62.42142695281371,1802
640,87.31040281854852,1836
641,30.9802390482118,1003
642,79.32819585918911,1077
643,61.06243509196435,1691
644,73.44126228893867,1309
645,67.27985921251647,1287
646,54.797029357519904,1825
647,25.04495445157386,1697
648,75.84935112303506,1905
649,85.17938662507261,1367
650,62.48034582066848,1853
651,28.508000375078176,1618
652,52.44516410974352,1902
653,49.48630478596331,1561
654,91.06378341479328,1908
655,72.21970365622698,1161
656,68.50324359070589,1618
657,70.9884772362866,1586
658,84.6029052697291,1930
659,42.8212846728405,1712
660,86.18244074893154,1279
661,74.49932887587424,1926
662,92.69624970525254,1244
663,21.063195513748365,1519
664,14.717379319580264,1216
665,91.57863524928665,1142
666,28.592261597177508,1937
667,77.68854755312054,1276
668,55.96345624776244,1200
669,64.79659280908365,1103
670,81.03229268303691,1652
671,67.69160248140025,1694
672,95.16789027153233,1851
673,88.37478319965568,1376
674,27.158338607648744,1155
675,34.24003152150763,1424
676,26.700167800701976,1322
677,24.59553861404803,1739
678,32.42837607397003,1201
679,11.082269823873848,1733
680,53.53627805243175,1971
681,62.5699492545116,1430
682,42.62522075665218,1148
683,20.31636361219111,1653
684,64.2593447764263,1470
685,94.33750212155313,1455
686,62.52802725584856,1976
687,82.13393908526164,1879
688,23.623718740981552,1488
689,26.79596913388127,1920
690,43.169543783855005,1428
691,66.42078488287518,1276
692,63.92805769196903,1469
693,69.7365837058957,1480
694,29.954415691190857,1770
695,40.76705710486746,1882
696,41.6034180231656,1683
697,62.3226204060321,1570
698,63.67273677953057,1971
699,61.30719393260597,1189
700,48.393835537603884,1637
701,39.79126316421227,1424
702,68.89307695977436,1516
703,53.20236312702749,1591
704,55.190900489311474,1876
705,13.492930777205416,1569
706,50.21421191817755,1513
707,13.34729469050691,1581
708,85.45344521372881,1835
709,54.75994303494783,1572
710,19.9715699068954,1072
711,33.00075703386983,1045
712,25.893679758299513,1581
713,38.96028129987119,1750
714,36.11516422807509,1989
715,72.44134982030823,1033
716,81.243458802052,1012
717,43.09556665844332,1410
718,69.53802387013545,1618
719,76.25084286125376,1401
720,95.39395604401498,1898
721,71.44316987743579,1891
722,63.87075935165029,1480
723,49.082009832494826,1438
724,13.471081558436211,1348
725,50.95738369702053,1506
726,97.9655891931388,1090
727,46.614074084703766,1669
728,86.76120603804294,1145
729,31.367785962935866,1368
730,60.55966079501921,1743
731,44.00389673279336,1680
732,50.90991296286472,1366
733,23.929025895640848,1197
734,16.26661103201102,1976
735,68.61623599279721,1610
736,64.23340291981916,1501
737,95.16034881867867,1473
738,11.131439518619105,1399
739,15.699135277903164,1630
740,82.22250995908492,1413
741,70.34427340238034,1148
742,99.88740974312738,1282
743,77.69859250112718,1521
744,85.95300105522477,1126
745,90.13649701316616,1125
746,24.962467028590897,1252
747,66.2454350634327,1581
748,97.69235336466316,1269
749,62.11099449245757,1422
750,48.755442299879846,1405
751,26.509028435574177,1655
752,88.54379953014886,1143
753,72.96000414657226,1094
754,78.96614976415842,1577
755,50.52963956631847,1520
756,36.37560297945699,1424
757,89.17189488257118,1160
758,61.919534669867325,1057
759,60.53439196536471,1399
760,29.53436473015511,1587
761,14.120197747692124,1168
762,22.877015210034777,1711
763,79.74901394709434,1671
764,58.16222511639744,1163
765,83.83365836596249,1381
766,56.62474277547674,1961
767,35.74850060274453,1722
768,13.93228352088363,1532
769,39.16310961804249,1623
770,66.9648788192244,1555
771,72.13300401633145,1464
772,56.42487376973606,1091
773,40.148430428907375,1182
774,11.02801846763564,1771
775,55.29304755520577,1049
776,37.171320632196114,1799
777,38.4598136030812,1615
778,53.639224435804294,1802
779,86.04909239430734,2000
780,37.21490182370482,1058
781,44.5079341726125,1678
782,33.63646677492327,1473
783,72.3836349025095,1733
784,24.99217212263321,1649
785,93.97476921734388,1500
786,27.481955851966962,1366
787,33.670626213973335,1001
788,75.52415113014018,1986
789,69.45279091816774,1921
790,57.999821069456985,1808
791,27.036676505451872,1503
792,72.01022436079609,1017
793,53.967852338181395,1195
794,50.2358498879414,1950
795,91.2293600351788,1673
796,25.97000920702483,1528
797,58.46823104325883,1480
798,71.40047986174835,1771
799,23.095075391859403,1667
800,74.2479445014433,1429
801,56.11778886499002,1152
802,37.101099109357335,1733
803,53.258294604800966,1273
804,86.57748678092385,1515
805,34.78006778134278,1999
806,10.006932562275091,1084
807,51.93353981623281,1244
808,49.044804955239904,1622
809,98.18303499459222,1177
810,31.85157143386876,1263
811,76.74537670541186,1944
812,28.032461086960588,1419
813,68.65040463700079,1418
814,38.080869358206755,1769
815,94.63416453223545,1056
816,26.521145389628145,1924
817,80.66698444089012,2000
818,69.49314651509769,1843
819,80.55842031263705,1328
820,67.21601847741414,1469
821,89.81374721715743,1625
822,41.34483461775976,1899
823,61.035508025013755,1854
824,39.79553881400214,1687
825,68.42739649280826,1549
826,15.832750400060416,1981
827,51.66428111808683,1991
828,32.965557871667784,1776
829,98.14338652516008,1565
830,88.88926748040059,1986
831,29.627393510330673,1205
832,85.29801409198318,1155
833,73.29570994113007,1277
834,38.981553666269264,1311
835,43.95689754114726,1503
836,63.40605444348808,1051
837,80.56230250293223,1132
838,49.18725137575288,1651
839,36.485674691227736,1744
840,42.727877929710324,1579
841,99.57766068025053,1386
842,41.8227353715044,1296
843,24.13577782207831,1492
844,75.26952467331752,1490
845,30.657160654618316,1921
846,72.44945048279237,1647
847,80.23266191446132,1188
848,91.47555974162537,1053
849,81.16725920824848,1454
850,63.46015786810301,1597
851,29.905949214574097,1759
852,64.40294608397701,1356
853,59.66022515081108,1924
854,66.52474028496395,1834
855,59.567666008545835,1176
856,77.92991329715457,1551
857,61.688816522872656,1934
858,64.08704501443339,1190
859,42.16185142416847,1980
860,14.377501183070512,1322
861,80.206153862561,1765
862,80.41574164113865,1553
863,36.9087392976182,1143
864,29.080894938055298,1709
865,19.351578081706574,1839
866,34.44668007158171,1249
867,81.41515284943999,1128
868,27.450619758180107,1111
869,65.70225812625743,1656
870,50.70097741774521,1814
871,50.243254577059886,1393
872,21.1458547206259,1920
873,16.43832083940835,1085
874,70.30126731068788,1212
875,94.24651183536184,1708
876,64.08879961517923,1917
877,77.26384488888628,1376
878,40.312142290358715,1495
879,84.55259193533934,1623
880,95.2301527805285,1423
881,50.83496652230644,1504
882,84.60060342839287,1571
883,63.53186105836484,1406
884,66.26626490693305,1704
885,23.44981815960602,1210
886,90.06115336349863,1821
887,25.527990197551134,1180
888,74.06906245975239,1433
889,26.684931722698362,1928
890,87.17606804177909,1906
891,88.07345453811928,1533
892,98.29272329233521,1691
893,31.218274539629405,1319
894,84.71865132912392,1544
895,53.683898085084074,1952
896,23.030133714144085,1389
897,63.498140700143466,1049
898,87.34495106429543,1755
899,15.900151898696164,1538
900,36.87927531010898,1424
901,13.846819533581574,1825
902,11.657828888394427,1996
903,21.21036641616177,1991
904,45.76941000334883,1225
905,64.09589461181153,1322
906,90.38789073571203,1280
907,61.9468343699687,1932
908,21.0074016493607,1992
909,73.55606662201993,1595
910,32.2318769063642,1228
911,44.88713449114011,1304
912,38.392254623325115,1747
913,94.5872061148643,1199
914,96.52314248884211,1009
915,81.69738902734242,1227
916,56.376547151977306,1334
917,80.90963279805126,1655
918,23.12363510526152,1242
919,76.7037658134944,1136
920,67.97359142174959,1142
921,45.84978420861537,1004
922,53.520423375763215,1606
923,52.160534543489405,1024
924,12.957371513455186,1800
925,77.5892520491586,1060
926,97.58410462889161,1666
927,93.186765046662,1165
928,75.05441065286574,1132
929,26.606352840247457,1751
930,19.534609879795333,1514
931,63.74348565655637,1785
932,84.99494585391481,1801
933,43.31408994984277,1330
934,59.64679754482704,1088
935,67.6345414499013,1705
936,43.18297705942081,1658
937,88.20869587689056,1518
938,50.36171009890702,1131
939,88.99270050806099,1482
940,74.0970689078747,1516
941,13.844857117841546,1058
942,12.611478926976906,1350
943,34.06316109206354,1232
944,35.85949743054377,1154
945,42.60535294784076,1014
946,48.2268648362713,1473
947,15.061303969882118,1085
948,60.222509912044046,1779
949,71.16993370893385,1971
950,79.37427413633232,1124
951,68.36620472188787,1568
952,73.97469114745326,1083
953,61.19374615765196,1138
954,98.30041035340705,1942
955,57.99495371278119,1814
956,22.090776401179784,1592
957,13.131711320985103,1345
958,82.00241852701163,1108
959,31.808666818145923,1037
960,18.212010934779613,1748
961,79.19729957287116,1902
962,10.661651267084995,1925
963,39.41846624095393,1631
964,14.572576131898854,1367
965,66.38073201509731,1578
966,59.029280852582886,1701
967,29.363762180061297,1628
968,38.67638285599344,1376
969,70.84179380147489,1990
970,96.10935116192007,1951
971,80.55756596081288,1511
972,60.98276949454476,1044
973,40.39032929213584,1661
974,85.88659811810663,1289
975,24.179380831671473,1787
976,22.628164738064527,1666
977,68.46708138536229,1153
978,41.61384354634974,1055
979,52.33810790461614,1020
980,59.308866789749395,1421
981,50.18606437061031,1030
982,15.880654301311733,1777
983,93.2069229574343,1501
984,49.45007181617836,1884
985,87.01161858917399,1796
986,29.32881528535313,1706
987,90.00558943683018,1238
988,86.31758256679817,1937
989,20.443810594610373,1312
990,64.6020311134568,1595
991,37.54797796124622,1060
992,41.35252404135755,1666
993,31.145356675220096,1695
994,95.9649600417467,1123
995,69.01355852338624,1825
996,19.87674987658153,1411
997,96.29979162337557,1566
998,75.16445866811671,1654
999,93.63304034468202,1928
1000,89.91562519415352,1503
